city,event_type,day_of_week,price,marketing_budget,venue_capacity,temperature,is_raining,attendance
Indore,Music Concert,0,4340,41348,13638,40,0,7842
Bhopal,Religious/Cultural,0,821,11234,229,27,0,127
Gwalior,Food Festival,0,359,58847,4979,26,0,2299
Satna,Food Festival,2,822,74654,4614,15,0,917
Rewa,Standup Comedy,3,544,52401,209,20,0,209
Satna,Standup Comedy,6,964,89247,67,27,0,67
Satna,Religious/Cultural,3,310,4556,74,27,0,55
Gwalior,Standup Comedy,2,143,91617,83,22,0,83
Indore,Music Concert,0,4392,37302,7443,24,0,6024
Indore,Tech Meetup,1,214,8962,221,43,0,87
Indore,Cricket Screening,6,241,24550,363,26,0,274
Bhopal,Tech Meetup,3,372,38872,147,21,0,35
Rewa,Cricket Screening,3,742,39556,265,27,0,135
Bhopal,Standup Comedy,1,837,10711,204,28,0,116
Bhopal,Cricket Screening,0,825,2844,435,26,0,148
Ujjain,Cricket Screening,3,308,71357,410,24,0,357
Jabalpur,Standup Comedy,1,662,84891,240,36,0,240
Jabalpur,Music Concert,4,4690,63522,8395,45,0,3358
Rewa,Music Concert,1,1803,41494,2754,37,0,1163
Jabalpur,Food Festival,3,585,46543,1817,26,0,451
Jabalpur,Standup Comedy,4,349,16062,154,25,0,68
Rewa,Religious/Cultural,1,480,93827,294,42,0,237
Gwalior,Standup Comedy,4,245,29631,239,35,0,221
Rewa,Religious/Cultural,5,397,68096,251,22,0,251
Gwalior,Cricket Screening,3,767,81086,137,44,0,137
Bhopal,Tech Meetup,6,241,78301,239,21,0,239
Gwalior,Music Concert,0,1884,73570,2019,35,0,1072
Jabalpur,Music Concert,3,2663,33318,9495,44,0,3990
Satna,Standup Comedy,4,365,84466,213,15,0,213
Gwalior,Religious/Cultural,6,64,77669,256,29,0,256
Jabalpur,Standup Comedy,3,604,3469,105,28,0,26
Satna,Cricket Screening,4,574,67254,138,27,0,138
Jabalpur,Standup Comedy,2,87,3905,258,23,0,80
Bhopal,Standup Comedy,0,450,70320,64,43,0,64
Rewa,Religious/Cultural,4,456,9053,100,38,0,97
Indore,Religious/Cultural,2,820,3196,141,34,0,114
Rewa,Religious/Cultural,6,109,48831,117,41,0,117
Indore,Religious/Cultural,3,450,55615,252,19,0,252
Ujjain,Music Concert,0,3173,87354,7086,38,0,3776
Ujjain,Religious/Cultural,3,92,95452,216,41,0,216
Indore,Tech Meetup,0,165,15469,213,19,0,149
Rewa,Standup Comedy,0,540,16596,137,20,0,113
Gwalior,Cricket Screening,1,423,71002,151,32,0,151
Gwalior,Tech Meetup,3,178,78056,215,44,0,204
Jabalpur,Music Concert,4,4424,84118,11690,45,0,4653
Gwalior,Standup Comedy,5,823,9616,192,44,0,53
Bhopal,Cricket Screening,4,251,70122,355,25,0,322
Jabalpur,Food Festival,0,606,45268,2511,23,0,504
Satna,Music Concert,5,3809,16178,3420,38,0,1933
Ujjain,Tech Meetup,6,152,3984,209,36,0,118
Gwalior,Music Concert,4,822,70556,10865,17,0,5459
Rewa,Religious/Cultural,1,923,83202,171,16,0,171
Jabalpur,Food Festival,4,178,99716,1635,17,0,897
Indore,Religious/Cultural,0,654,79613,127,41,0,127
Satna,Tech Meetup,1,20,50576,184,38,0,181
Satna,Music Concert,6,3748,70780,10381,37,0,8873
Ujjain,Food Festival,5,855,89666,4305,43,0,1160
Jabalpur,Music Concert,4,2668,36837,13099,18,0,8088
Rewa,Tech Meetup,5,71,47476,153,36,0,153
Bhopal,Religious/Cultural,0,220,6757,160,41,0,54
Rewa,Tech Meetup,0,308,25702,266,38,0,25
Rewa,Standup Comedy,5,235,70310,266,39,0,266
Satna,Religious/Cultural,4,367,70078,278,39,0,278
Rewa,Music Concert,3,4709,33693,3427,32,0,1332
Bhopal,Music Concert,2,2657,39910,7644,39,0,4812
Indore,Food Festival,3,254,30359,2779,24,0,1327
Ujjain,Religious/Cultural,0,668,56157,178,40,0,178
Satna,Religious/Cultural,6,273,46741,145,27,0,145
Rewa,Food Festival,5,635,70437,4996,19,0,1807
Jabalpur,Cricket Screening,5,54,17050,366,23,0,142
Bhopal,Tech Meetup,3,206,56349,238,34,0,238
Rewa,Food Festival,4,486,71441,2649,37,0,1589
Satna,Religious/Cultural,5,609,8551,83,21,0,83
Ujjain,Religious/Cultural,4,332,98144,156,30,0,156
Indore,Standup Comedy,5,502,94847,125,35,0,125
Rewa,Cricket Screening,5,384,73357,290,37,0,290
Satna,Religious/Cultural,3,832,63851,244,44,0,244
Indore,Standup Comedy,4,720,66042,197,32,0,197
Gwalior,Food Festival,0,532,51656,4293,43,0,896
Rewa,Standup Comedy,5,439,59206,199,37,0,199
Ujjain,Music Concert,6,659,8082,6315,26,0,3826
Rewa,Standup Comedy,1,489,33267,149,21,0,149
Jabalpur,Standup Comedy,0,290,53044,262,43,0,221
Bhopal,Cricket Screening,0,416,19836,150,42,0,78
Rewa,Cricket Screening,5,681,86250,355,28,0,355
Gwalior,Tech Meetup,3,280,69914,159,33,0,159
Indore,Standup Comedy,2,110,61563,114,20,0,114
Jabalpur,Religious/Cultural,0,921,90100,175,40,0,175
Rewa,Music Concert,0,3444,58590,6780,19,0,3758
Satna,Cricket Screening,4,334,59463,257,24,0,257
Gwalior,Tech Meetup,2,320,65329,182,18,0,46
Jabalpur,Cricket Screening,2,96,62904,224,27,0,224
Bhopal,Religious/Cultural,1,160,95288,164,29,0,164
Bhopal,Religious/Cultural,2,634,195,289,41,0,76
Ujjain,Cricket Screening,4,452,18189,447,35,0,176
Bhopal,Cricket Screening,2,958,50865,417,36,0,243
Rewa,Standup Comedy,2,138,2098,298,32,0,106
Satna,Cricket Screening,5,578,77830,210,18,0,210
Jabalpur,Music Concert,1,2306,74862,11725,32,0,5000
Rewa,Standup Comedy,4,974,19578,242,42,0,73
Ujjain,Food Festival,0,255,2067,2874,44,0,1120
Satna,Tech Meetup,6,122,49796,90,37,0,90
Rewa,Cricket Screening,2,967,71784,416,32,0,416
Ujjain,Food Festival,4,96,71448,4480,19,0,2078
Rewa,Standup Comedy,1,662,57561,224,41,0,116
Bhopal,Religious/Cultural,0,898,95519,128,25,0,128
Bhopal,Religious/Cultural,1,74,92196,162,32,0,162
Rewa,Music Concert,5,1313,57416,9806,38,0,8066
Rewa,Music Concert,3,802,24872,8932,18,0,5768
Indore,Food Festival,1,918,63801,3553,20,0,1456
Indore,Food Festival,2,651,17226,1571,36,0,613
Indore,Religious/Cultural,1,234,26622,292,33,0,240
Bhopal,Religious/Cultural,3,238,23904,201,40,0,201
Satna,Cricket Screening,4,685,94118,429,26,0,398
Gwalior,Tech Meetup,1,440,76832,260,36,0,50
Satna,Cricket Screening,5,135,95922,448,43,0,265
Bhopal,Music Concert,6,677,52702,3170,30,0,2000
Rewa,Standup Comedy,1,470,67744,256,27,0,249
Ujjain,Religious/Cultural,6,227,91633,241,19,0,241
Gwalior,Religious/Cultural,3,623,38847,80,36,0,80
Bhopal,Music Concert,1,790,91468,7421,22,0,3464
Indore,Standup Comedy,1,863,30558,211,23,0,208
Rewa,Cricket Screening,4,146,52367,420,15,0,420
Satna,Religious/Cultural,2,139,21461,78,27,0,78
Indore,Tech Meetup,6,35,6923,282,36,0,133
Ujjain,Tech Meetup,3,86,2013,212,15,0,48
Indore,Food Festival,1,864,94079,2252,23,0,823
Bhopal,Food Festival,1,788,56008,4437,34,0,1408
Bhopal,Tech Meetup,5,495,26718,66,17,0,20
Ujjain,Tech Meetup,4,462,66003,93,21,0,39
Bhopal,Standup Comedy,3,159,47484,85,32,0,85
Ujjain,Food Festival,0,690,44894,4660,26,0,1292
Rewa,Music Concert,1,4561,1171,11252,29,0,4171
Gwalior,Standup Comedy,6,501,87131,83,44,0,83
Satna,Standup Comedy,6,325,3219,173,38,0,64
Gwalior,Tech Meetup,5,80,71172,96,25,0,96
Ujjain,Religious/Cultural,4,809,14206,267,41,0,94
Rewa,Cricket Screening,1,271,37659,349,38,0,287
Ujjain,Standup Comedy,0,430,65854,122,45,0,122
Ujjain,Music Concert,3,3944,71487,3065,17,0,1379
Bhopal,Music Concert,1,4493,33165,13852,16,0,7944
Ujjain,Religious/Cultural,3,96,3977,223,16,0,151
Indore,Food Festival,0,606,20453,4387,32,0,1561
Gwalior,Standup Comedy,2,153,89578,160,21,0,160
Gwalior,Cricket Screening,1,404,68582,302,17,0,269
Rewa,Standup Comedy,4,500,41447,88,35,0,88
Jabalpur,Music Concert,4,2663,3436,11091,28,0,5407
Bhopal,Standup Comedy,6,518,98997,285,38,0,285
Satna,Food Festival,5,422,29275,1807,21,0,1392
Jabalpur,Tech Meetup,4,316,79008,185,28,0,107
Satna,Tech Meetup,3,395,53711,130,33,0,65
Gwalior,Food Festival,6,612,30550,3618,20,0,1442
Indore,Food Festival,6,89,15832,1320,37,0,801
Bhopal,Food Festival,3,99,11196,4985,35,0,3746
Gwalior,Cricket Screening,4,447,48682,488,37,0,309
Rewa,Cricket Screening,3,459,77641,106,38,0,106
Ujjain,Tech Meetup,0,81,37395,248,19,0,217
Gwalior,Music Concert,4,4383,6727,4834,27,0,3247
Gwalior,Music Concert,6,2689,92375,4122,26,0,2591
Satna,Standup Comedy,5,190,72366,176,27,0,176
Ujjain,Music Concert,1,3181,9608,7546,21,0,3464
Jabalpur,Religious/Cultural,2,202,93302,242,25,0,242
Rewa,Cricket Screening,1,447,47581,453,40,0,377
Jabalpur,Food Festival,2,523,66443,1242,35,0,446
Rewa,Music Concert,3,2846,91089,3616,41,0,930
Gwalior,Music Concert,5,3007,34963,5113,31,0,3132
Bhopal,Food Festival,1,341,84176,1081,39,0,1081
Jabalpur,Food Festival,0,198,20877,3951,19,0,2390
Rewa,Standup Comedy,3,888,49009,220,33,0,220
Gwalior,Food Festival,1,292,67791,1668,31,0,1287
Rewa,Music Concert,0,4913,37307,4522,23,0,2489
Satna,Music Concert,5,1047,98031,3619,31,0,2227
Ujjain,Tech Meetup,1,156,34892,121,36,0,121
Gwalior,Food Festival,4,831,20996,4302,44,0,588
Indore,Cricket Screening,4,367,13398,452,36,0,249
Ujjain,Religious/Cultural,3,103,51476,223,33,0,223
Jabalpur,Cricket Screening,5,609,29309,247,28,0,144
Indore,Food Festival,1,349,94930,3888,33,0,2602
Ujjain,Food Festival,3,778,6085,1985,40,0,526
Ujjain,Religious/Cultural,0,283,89212,85,23,0,85
Gwalior,Religious/Cultural,2,204,90680,152,40,0,152
Ujjain,Food Festival,5,155,93612,3515,39,0,3262
Rewa,Food Festival,5,720,98486,2527,37,0,1092
Indore,Food Festival,0,604,45913,1005,21,0,377
Ujjain,Cricket Screening,6,767,23278,387,15,0,272
Ujjain,Music Concert,6,2815,19252,11261,21,0,6290
Indore,Food Festival,4,423,99218,4575,44,0,1320
Jabalpur,Music Concert,5,4906,53197,10438,21,0,7139
Gwalior,Tech Meetup,1,114,16212,143,38,0,70
Jabalpur,Food Festival,5,155,97487,3908,40,0,3429
Satna,Religious/Cultural,5,291,79264,218,38,0,218
Indore,Cricket Screening,2,116,43630,224,28,0,175
Indore,Music Concert,5,2360,76784,6436,19,0,6054
Indore,Music Concert,3,4511,73060,7652,40,0,4616
Jabalpur,Standup Comedy,6,627,97256,88,16,0,88
Rewa,Music Concert,5,1755,92202,6007,15,0,5262
Indore,Religious/Cultural,1,387,76509,171,19,0,171
Rewa,Standup Comedy,5,558,78687,176,33,0,176
Satna,Cricket Screening,3,358,91756,174,17,0,174
Ujjain,Music Concert,0,1494,23745,8568,42,0,3264
Jabalpur,Religious/Cultural,2,113,6333,105,38,0,53
Jabalpur,Religious/Cultural,1,200,98544,278,18,0,278
Ujjain,Standup Comedy,1,835,93915,153,18,0,153
Jabalpur,Religious/Cultural,5,791,6951,296,25,0,279
Rewa,Standup Comedy,1,132,60040,199,37,0,199
Satna,Tech Meetup,4,476,33521,276,39,0,37
Indore,Food Festival,5,604,48122,4226,31,0,1323
Gwalior,Religious/Cultural,3,770,18562,76,27,0,76
Bhopal,Standup Comedy,1,313,32637,172,40,0,172
Indore,Standup Comedy,4,374,36884,256,24,0,186
Bhopal,Religious/Cultural,0,819,15410,165,31,0,118
Indore,Cricket Screening,1,980,73111,194,30,0,194
Rewa,Cricket Screening,5,230,72403,207,35,0,207
Indore,Cricket Screening,5,629,63749,382,34,0,382
Jabalpur,Food Festival,5,781,45711,4238,32,0,1471
Rewa,Food Festival,4,430,91567,3946,36,0,2082
Jabalpur,Religious/Cultural,6,655,81721,276,32,0,276
Rewa,Standup Comedy,0,906,12846,209,45,0,45
Jabalpur,Cricket Screening,4,719,89535,470,26,0,470
Ujjain,Religious/Cultural,2,448,87024,151,41,0,151
Satna,Tech Meetup,4,25,83889,120,45,0,120
Rewa,Food Festival,1,771,64909,4523,39,0,925
Bhopal,Religious/Cultural,3,518,49494,120,38,0,120
Rewa,Food Festival,1,270,62739,3566,33,0,2198
Gwalior,Music Concert,1,1473,27613,7709,26,0,2727
Rewa,Music Concert,4,2983,5220,11509,32,0,4856
Jabalpur,Tech Meetup,0,32,7584,107,24,0,67
Jabalpur,Food Festival,2,280,52827,3322,18,0,1500
Jabalpur,Music Concert,0,3116,57784,4609,28,0,3310
Jabalpur,Religious/Cultural,1,450,554,51,23,0,30
Ujjain,Cricket Screening,6,420,51921,268,21,0,232
Rewa,Standup Comedy,5,388,66917,258,16,0,258
Satna,Cricket Screening,2,304,43102,360,25,0,259
Bhopal,Standup Comedy,6,768,10941,83,36,0,77
Ujjain,Cricket Screening,0,158,41372,455,40,0,252
Bhopal,Religious/Cultural,1,694,73797,165,21,0,165
Ujjain,Tech Meetup,5,165,24999,74,19,0,74
Ujjain,Tech Meetup,2,225,38868,300,43,0,123
Jabalpur,Music Concert,2,3834,20003,3868,43,0,1209
Indore,Standup Comedy,4,800,60833,87,21,0,87
Indore,Religious/Cultural,2,844,76831,234,29,0,234
Indore,Cricket Screening,1,904,30703,405,37,0,183
Bhopal,Music Concert,2,3720,94925,14257,24,0,10550
Gwalior,Tech Meetup,4,27,65469,152,41,0,151
Bhopal,Tech Meetup,6,268,13967,183,20,0,131
Satna,Music Concert,1,3034,4542,13464,44,0,5096
Rewa,Tech Meetup,1,313,59473,261,28,0,68
Bhopal,Standup Comedy,5,197,67898,156,24,0,156
Rewa,Music Concert,2,4459,50449,2737,18,0,1591
Bhopal,Cricket Screening,5,193,67313,242,20,0,242
Jabalpur,Music Concert,3,2028,71116,14158,27,0,9522
Indore,Music Concert,3,2187,79165,13886,39,0,10085
Satna,Music Concert,4,2921,76115,11131,34,0,3946
Gwalior,Cricket Screening,4,631,99315,463,29,0,463
Gwalior,Music Concert,1,1502,96583,7263,21,0,4369
Bhopal,Music Concert,0,1657,26320,8065,19,0,5456
Ujjain,Standup Comedy,6,848,69961,285,44,0,165
Jabalpur,Religious/Cultural,4,551,51822,120,44,0,120
Jabalpur,Cricket Screening,6,101,78704,460,30,0,460
Jabalpur,Religious/Cultural,1,278,1977,79,44,0,28
Ujjain,Cricket Screening,0,666,43529,425,15,0,349
Ujjain,Religious/Cultural,4,486,79477,265,27,0,265
Ujjain,Religious/Cultural,4,743,64252,104,26,0,104
Rewa,Food Festival,0,72,53143,3124,17,0,1422
Jabalpur,Food Festival,5,633,19987,3047,17,0,1197
Rewa,Religious/Cultural,0,198,35744,188,35,0,188
Jabalpur,Cricket Screening,6,779,79482,123,42,0,123
Rewa,Standup Comedy,1,892,94161,111,31,0,111
Gwalior,Standup Comedy,6,822,59199,85,34,0,85
Jabalpur,Tech Meetup,1,69,11013,175,24,0,92
Indore,Religious/Cultural,0,599,82258,268,27,0,268
Indore,Music Concert,6,1715,48393,5105,39,0,4188
Bhopal,Standup Comedy,6,276,39912,249,44,0,139
Ujjain,Cricket Screening,4,177,58504,204,33,0,198
Indore,Standup Comedy,2,547,36114,278,15,0,212
Indore,Music Concert,5,2882,18553,9661,15,0,5996
Satna,Cricket Screening,5,767,16124,473,28,0,184
Indore,Music Concert,0,1208,88396,11902,32,0,6688
Satna,Religious/Cultural,3,311,21328,168,29,0,168
Gwalior,Music Concert,4,829,29411,14575,21,0,5626
Satna,Tech Meetup,3,101,47183,82,32,0,82
Bhopal,Standup Comedy,6,337,97589,197,29,0,197
Satna,Food Festival,2,108,5490,4863,16,0,2636
Rewa,Religious/Cultural,6,806,57056,241,23,0,241
Gwalior,Food Festival,1,400,51976,3075,44,0,1009
Indore,Food Festival,1,635,16462,2030,36,0,504
Ujjain,Standup Comedy,1,834,18025,279,45,0,68
Rewa,Religious/Cultural,6,147,93305,299,23,0,299
Gwalior,Tech Meetup,3,422,60377,198,18,0,54
Ujjain,Tech Meetup,3,120,18501,275,25,0,174
Bhopal,Music Concert,3,2103,88013,4741,31,0,3880
Ujjain,Cricket Screening,2,71,21487,284,37,0,129
Gwalior,Religious/Cultural,4,900,41824,138,28,0,138
Jabalpur,Cricket Screening,1,975,47766,499,22,0,235
Bhopal,Tech Meetup,0,444,35969,215,39,0,49
Jabalpur,Food Festival,0,847,14369,3190,19,0,1084
Indore,Food Festival,3,442,3885,2271,18,0,1790
Jabalpur,Music Concert,0,2208,35446,7561,34,0,3587
Ujjain,Music Concert,1,1858,20585,12468,45,0,4102
Bhopal,Tech Meetup,0,38,24007,148,17,0,148
Satna,Food Festival,2,761,94373,3822,16,0,1260
Rewa,Food Festival,6,840,54121,4448,15,0,1882
Gwalior,Cricket Screening,4,835,16820,160,35,0,82
Satna,Standup Comedy,2,203,51211,162,22,0,162
Jabalpur,Religious/Cultural,5,112,42850,223,43,0,180
Rewa,Religious/Cultural,2,112,89412,282,29,0,282
Indore,Standup Comedy,0,956,65605,253,37,0,253
Rewa,Tech Meetup,2,143,27831,268,31,0,128
Ujjain,Tech Meetup,3,27,33971,182,31,0,163
Jabalpur,Standup Comedy,3,87,33270,211,21,0,164
Indore,Standup Comedy,3,441,85319,237,42,0,196
Ujjain,Cricket Screening,6,805,85904,137,27,0,137
Rewa,Cricket Screening,0,737,11612,285,30,0,122
Indore,Tech Meetup,4,237,80585,128,19,0,128
Gwalior,Cricket Screening,4,389,56554,488,15,0,322
Ujjain,Religious/Cultural,4,771,12626,271,37,0,156
Indore,Tech Meetup,3,383,53191,63,39,0,52
Rewa,Religious/Cultural,3,231,43490,107,15,0,107
Bhopal,Tech Meetup,4,95,75362,158,21,0,158
Bhopal,Religious/Cultural,1,293,73398,169,17,0,169
Gwalior,Religious/Cultural,6,125,70048,275,42,0,210
Ujjain,Music Concert,5,2930,70308,2732,39,0,1827
Ujjain,Standup Comedy,0,206,39541,258,20,0,208
Satna,Cricket Screening,6,462,12043,370,30,0,233
Indore,Music Concert,4,4934,34056,4784,32,0,3641
Bhopal,Tech Meetup,1,472,43343,98,21,0,35
Ujjain,Food Festival,0,889,6171,4526,44,0,552
Indore,Tech Meetup,2,371,6358,202,22,0,16
Jabalpur,Tech Meetup,1,318,52969,87,21,0,39
Gwalior,Tech Meetup,5,359,70117,287,33,0,78
Rewa,Cricket Screening,1,399,22909,374,17,0,139
Satna,Standup Comedy,1,761,17351,118,17,0,86
Bhopal,Food Festival,0,669,75808,1457,21,0,528
Rewa,Music Concert,0,1928,81392,3513,31,0,2557
Bhopal,Tech Meetup,5,235,84713,183,35,0,183
Gwalior,Cricket Screening,2,170,36313,295,30,0,191
Gwalior,Food Festival,5,775,39085,4801,37,0,1978
Gwalior,Cricket Screening,1,404,31217,114,29,0,114
Jabalpur,Food Festival,2,426,81072,1235,24,0,808
Rewa,Tech Meetup,6,398,78997,60,44,0,44
Satna,Religious/Cultural,2,308,15841,148,23,0,131
Gwalior,Religious/Cultural,6,175,76543,162,34,0,162
Bhopal,Tech Meetup,1,196,13779,210,45,0,55
Satna,Tech Meetup,3,49,98198,66,17,0,66
Gwalior,Music Concert,3,3174,16028,5085,25,0,2015
Rewa,Food Festival,1,793,39189,1725,35,0,369
Indore,Standup Comedy,4,624,89523,168,30,0,168
Bhopal,Religious/Cultural,1,142,51681,254,45,0,217
Jabalpur,Music Concert,2,4994,16723,13517,43,0,3621
Ujjain,Standup Comedy,0,273,10663,105,35,0,87
Gwalior,Cricket Screening,5,703,46599,213,16,0,213
Satna,Religious/Cultural,0,476,98713,102,39,0,102
Rewa,Music Concert,1,3329,22615,3915,19,0,1971
Ujjain,Religious/Cultural,6,574,27203,80,29,0,80
Bhopal,Standup Comedy,2,823,9478,294,16,0,181
Bhopal,Music Concert,5,3016,59594,10539,19,0,9241
Indore,Food Festival,4,673,47780,1344,18,0,358
Bhopal,Tech Meetup,6,342,48949,69,32,0,41
Gwalior,Cricket Screening,5,363,41794,300,35,0,201
Ujjain,Tech Meetup,3,369,73742,242,15,0,61
Bhopal,Music Concert,2,546,79039,9884,37,0,7029
Indore,Food Festival,1,129,43428,3539,16,0,1806
Gwalior,Religious/Cultural,5,88,43346,198,45,0,158
Rewa,Religious/Cultural,2,156,80808,165,37,0,165
Indore,Food Festival,6,464,17028,4877,35,0,3245
Rewa,Cricket Screening,6,397,42746,169,17,0,169
Satna,Music Concert,0,1241,10852,6548,19,0,3118
Ujjain,Standup Comedy,2,597,4777,81,18,0,26
Satna,Standup Comedy,3,883,85363,86,44,0,86
Bhopal,Cricket Screening,4,662,83578,144,25,0,144
Gwalior,Food Festival,5,82,99463,1233,31,0,1167
Ujjain,Music Concert,3,834,86504,6829,19,0,3154
Rewa,Tech Meetup,3,301,85990,151,33,0,115
Satna,Cricket Screening,5,390,34697,137,39,0,137
Rewa,Music Concert,3,2458,68825,3191,45,0,1152
Jabalpur,Music Concert,4,4245,42579,7853,33,0,3794
Rewa,Standup Comedy,1,815,8223,176,35,0,84
Ujjain,Religious/Cultural,3,745,75143,144,30,0,144
Rewa,Standup Comedy,5,500,88740,192,36,0,192
Satna,Standup Comedy,6,478,95305,110,16,0,110
Ujjain,Religious/Cultural,0,876,62734,70,25,0,70
Bhopal,Standup Comedy,0,929,58889,118,30,0,118
Gwalior,Cricket Screening,4,230,58059,251,28,0,251
Satna,Religious/Cultural,3,195,78749,119,31,0,119
Bhopal,Cricket Screening,3,410,57144,215,23,0,215
Indore,Food Festival,6,617,62134,1396,27,0,740
Satna,Tech Meetup,0,14,68916,229,27,0,229
Indore,Cricket Screening,0,654,21268,320,20,0,260
Gwalior,Religious/Cultural,1,462,51860,236,27,0,218
Bhopal,Standup Comedy,5,902,29119,121,25,0,121
Gwalior,Music Concert,4,3145,29476,12828,20,0,6532
Bhopal,Standup Comedy,1,607,5431,128,21,0,79
Jabalpur,Standup Comedy,2,882,9593,76,44,0,42
Indore,Standup Comedy,1,364,63910,98,18,0,98
Gwalior,Tech Meetup,4,393,38656,253,29,0,46
Satna,Music Concert,4,1844,63705,11663,19,0,6207
Ujjain,Music Concert,0,3911,55259,10115,17,0,3733
Gwalior,Tech Meetup,3,125,33168,60,24,0,60
Ujjain,Music Concert,3,2863,29230,9283,25,0,4630
Ujjain,Music Concert,2,4348,67023,4755,19,0,3330
Gwalior,Cricket Screening,0,676,95269,151,29,0,151
Satna,Standup Comedy,5,838,95701,205,40,0,205
Bhopal,Tech Meetup,2,446,55541,254,35,0,64
Indore,Tech Meetup,4,220,31275,151,27,0,151
Indore,Music Concert,2,1638,60233,6446,17,0,3425
Jabalpur,Music Concert,5,4771,44449,11683,42,0,5393
Rewa,Religious/Cultural,3,126,23863,181,41,0,123
Ujjain,Standup Comedy,1,126,45047,114,16,0,114
Bhopal,Music Concert,2,4041,36166,12612,31,0,5286
Gwalior,Standup Comedy,1,780,67352,295,27,0,295
Jabalpur,Religious/Cultural,4,548,8868,208,34,0,126
Rewa,Cricket Screening,6,210,49654,413,32,0,366
Rewa,Religious/Cultural,4,111,27556,213,28,0,213
Ujjain,Music Concert,5,1712,20553,2720,31,0,2138
Rewa,Food Festival,3,605,73317,4171,16,0,938
Gwalior,Religious/Cultural,1,676,50204,154,32,0,154
Bhopal,Food Festival,4,807,89404,3915,18,0,1461
Jabalpur,Cricket Screening,5,312,77680,146,15,0,146
Ujjain,Cricket Screening,3,456,90470,157,26,0,157
Satna,Standup Comedy,0,923,50086,293,39,0,271
Satna,Tech Meetup,5,450,60823,233,45,0,51
Satna,Food Festival,4,298,4908,3539,37,0,1328
Gwalior,Religious/Cultural,5,129,44695,190,25,0,190
Rewa,Standup Comedy,6,415,74704,168,43,0,159
Bhopal,Food Festival,1,783,29618,1180,24,0,456
Jabalpur,Food Festival,5,902,93879,3775,42,0,990
Bhopal,Religious/Cultural,2,780,16435,78,39,0,78
Ujjain,Music Concert,1,1484,73234,4880,18,0,2624
Rewa,Music Concert,3,3823,56597,4097,24,0,1500
Jabalpur,Food Festival,2,518,10775,1555,30,0,307
Ujjain,Religious/Cultural,2,155,66085,155,23,0,155
Satna,Cricket Screening,6,339,72658,491,36,0,482
Bhopal,Cricket Screening,4,516,65355,443,19,0,443
Rewa,Cricket Screening,4,571,59599,261,26,0,261
Gwalior,Music Concert,3,4182,27093,14250,18,0,8130
Gwalior,Music Concert,2,3038,19208,14503,26,0,10148
Satna,Music Concert,6,1754,28415,4778,27,0,2361
Bhopal,Standup Comedy,2,236,65182,261,15,0,261
Jabalpur,Cricket Screening,2,92,45753,252,33,0,222
Indore,Cricket Screening,5,179,7925,356,38,0,182
Rewa,Standup Comedy,6,556,81610,114,32,0,114
Jabalpur,Food Festival,0,173,34142,1433,36,0,914
Satna,Music Concert,1,2844,10458,7506,33,0,3410
Bhopal,Music Concert,5,3351,28430,8118,39,0,5521
Satna,Food Festival,1,239,8451,1957,28,0,1048
Gwalior,Standup Comedy,3,457,36482,286,17,0,286
Indore,Cricket Screening,6,296,49223,184,30,0,184
Rewa,Cricket Screening,1,920,47684,300,44,0,132
Bhopal,Cricket Screening,0,589,21306,374,43,0,91
Ujjain,Tech Meetup,2,333,94248,70,24,0,62
Bhopal,Religious/Cultural,4,74,95761,256,17,0,256
Ujjain,Food Festival,1,670,24857,3192,34,0,1024
Bhopal,Standup Comedy,2,676,78469,50,30,0,50
Gwalior,Religious/Cultural,1,996,50132,169,32,0,169
Gwalior,Music Concert,5,4304,89276,4726,25,0,3506
Ujjain,Tech Meetup,4,392,30896,76,27,0,19
Indore,Tech Meetup,4,262,89781,128,23,0,128
Jabalpur,Tech Meetup,2,383,71448,187,37,0,44
Jabalpur,Standup Comedy,2,654,92390,59,15,0,59
Satna,Religious/Cultural,4,764,8699,284,35,0,150
Indore,Religious/Cultural,4,157,45880,125,19,0,125
Bhopal,Music Concert,0,4647,21312,10130,41,0,3051
Rewa,Standup Comedy,5,446,72079,83,25,0,83
Rewa,Religious/Cultural,2,410,90353,202,15,0,202
Bhopal,Standup Comedy,2,987,41758,265,30,0,265
Indore,Standup Comedy,6,946,51356,87,43,0,87
Rewa,Music Concert,2,4804,22067,3046,41,0,667
Indore,Religious/Cultural,0,720,12917,280,36,0,185
Indore,Music Concert,0,3408,90895,5460,42,0,2319
Jabalpur,Food Festival,4,343,10189,4860,24,0,3399
Satna,Religious/Cultural,0,680,49028,222,35,0,222
Rewa,Food Festival,5,873,19840,1704,31,0,555
Jabalpur,Religious/Cultural,1,772,52756,268,24,0,268
Jabalpur,Music Concert,0,1273,47597,6356,43,0,2155
Indore,Tech Meetup,5,53,33285,81,33,0,81
Ujjain,Religious/Cultural,5,323,37161,82,17,0,82
Satna,Religious/Cultural,4,519,20168,65,42,0,65
Gwalior,Religious/Cultural,4,479,35078,93,19,0,93
Jabalpur,Standup Comedy,6,618,25910,186,18,0,186
Rewa,Standup Comedy,3,168,66441,215,19,0,215
Satna,Standup Comedy,2,74,52979,229,41,0,153
Jabalpur,Music Concert,3,4630,11802,13176,39,0,8674
Indore,Cricket Screening,6,514,22837,155,40,0,131
Bhopal,Tech Meetup,2,232,92717,171,22,0,171
Satna,Standup Comedy,4,473,42731,147,40,0,147
